361361.703650,0.368038,0.336677,0.359206,0.256917,0.225981,0.167137,0.172843,0.163550,0.625459,0.624681,0.694582,0.798028,0.629934,0.721577,0.719876,0.911875,2.598975,2.462641,1.858496,1.864987,1.555448,1.528589,1.789971,1.479364,1.137783,0.993564,0.820801,1.954534,0.872156,1.187438,0.849678,1.022587,0.086798,0.074936,0.057259,0.092786,0.074785,0.053476,0.064006,0.066906,1.000000
361361.713650,0.374574,0.343195,0.360093,0.263557,0.234167,0.170753,0.178097,0.167789,0.626650,0.601548,0.671655,0.802996,0.626389,0.714056,0.711703,0.907383,2.616458,2.487406,1.844765,1.880134,1.537963,1.464349,1.768997,1.455058,1.138455,0.995523,0.815602,1.948752,0.861670,1.153092,0.842104,1.038746,0.088059,0.077812,0.058978,0.095421,0.078878,0.055128,0.067968,0.069509,0.000000
361361.723650,0.380620,0.349225,0.350502,0.269699,0.241739,0.174097,0.182956,0.171710,0.627752,0.580149,0.657260,0.807592,0.623109,0.707100,0.704144,0.903228,2.632630,2.510314,1.829301,1.904639,1.521789,1.404927,1.749596,1.432575,1.139076,0.997334,0.812550,1.943404,0.851970,1.121322,0.835098,1.053694,0.089227,0.080473,0.057006,0.097858,0.082663,0.056655,0.071632,0.071918,0.000000
361361.733650,0.372574,0.354802,0.345727,0.254214,0.248744,0.177191,0.188706,0.180178,0.614452,0.560356,0.649898,0.788817,0.620076,0.700665,0.689483,0.890284,2.635669,2.531504,1.833016,1.922405,1.506828,1.349961,1.725280,1.442510,1.141492,0.999010,0.807943,1.912503,0.842998,1.091934,0.824740,1.068770,0.086023,0.082934,0.057576,0.097629,0.086165,0.058068,0.067529,0.067420,0.000000
361361.743650,0.353875,0.348447,0.339866,0.241716,0.237582,0.170739,0.180707,0.176809,0.597577,0.530836,0.641367,0.762710,0.603028,0.706579,0.671539,0.870643,2.632984,2.540012,1.835823,1.934006,1.491331,1.286258,1.695193,1.495918,1.129584,1.001354,0.800705,1.861899,0.826232,1.051679,0.804514,1.090834,0.086102,0.079495,0.054591,0.101207,0.084578,0.056580,0.063380,0.062838,0.000000
361361.753650,0.351412,0.333408,0.334566,0.237951,0.230035,0.165359,0.173457,0.177334,0.617896,0.536539,0.636488,0.743520,0.588405,0.714672,0.651327,0.838694,2.619458,2.541490,1.832832,1.939594,1.477029,1.218125,1.670632,1.538287,1.108865,0.992693,0.792261,1.802191,0.816336,1.005154,0.786673,1.112759,0.084450,0.079302,0.052693,0.098579,0.085662,0.056955,0.066501,0.064961,0.000000
361361.763650,0.348248,0.325396,0.329681,0.234145,0.220772,0.159524,0.175553,0.173818,0.630990,0.551303,0.632006,0.735809,0.579858,0.721375,0.644169,0.807338,2.599943,2.536489,1.830035,1.945270,1.465220,1.180177,1.652322,1.580567,1.099157,0.978455,0.784481,1.746490,0.811145,0.962702,0.798485,1.135077,0.085743,0.076322,0.050964,0.095303,0.081545,0.058083,0.066193,0.063812,0.000000
361361.773650,0.345319,0.318325,0.322229,0.230624,0.211857,0.158751,0.177567,0.170653,0.643082,0.561446,0.627591,0.728709,0.571663,0.737399,0.637527,0.778276,2.581873,2.527464,1.823949,1.994144,1.453037,1.146618,1.635470,1.619592,1.090203,0.970109,0.782693,1.694987,0.805185,0.933665,0.809328,1.155627,0.086961,0.075880,0.049269,0.092300,0.078191,0.058112,0.065824,0.062672,0.000000
361361.862623,0.349187,0.311786,0.302386,0.230372,0.203607,0.158124,0.182342,0.167931,0.646407,0.570816,0.636770,0.730237,0.564079,0.752225,0.652555,0.765086,2.560553,2.519103,1.799995,2.042315,1.441771,1.115611,1.613394,1.663682,1.091624,0.962404,0.778154,1.656483,0.799671,0.906781,0.820368,1.172848,0.082001,0.075485,0.048024,0.089103,0.075086,0.058106,0.064753,0.061701,0.000000
361361.872623,0.324676,0.308977,0.292015,0.223639,0.199858,0.172322,0.177213,0.160393,0.626597,0.573871,0.642999,0.737528,0.559250,0.782423,0.671499,0.760419,2.520998,2.505556,1.764441,2.088607,1.429523,1.079284,1.586057,1.712921,1.084588,0.963027,0.760488,1.626301,0.792482,0.902128,0.825050,1.180393,0.082377,0.071963,0.052118,0.087008,0.073568,0.055291,0.067263,0.064563,0.000000
