trial_num,answere,response,clicks,correct,time_start,time_end
0,6|7,6|7,2,True,1625450828.8989422,1625450833.9264941
1,4|6,4|6,2,True,1625450838.5381331,1625450843.046206
2,2|3|7,2|3|7,3,True,1625450848.6299121,1625450852.7531197
3,3|4|8,3|4|8,3,True,1625450858.3499186,1625450862.7930393
4,3|4|7|9,3|4|7|9,4,True,1625450869.3759677,1625450874.8810096
5,2|5|7|8,2|5|7|8,4,True,1625450881.4519546,1625450887.3099256
6,1|4|6|7|8,1|4|6|7|8,5,True,1625450894.8698692,1625450900.2958488
7,4|5|6|7|8,4|5|6|7|8,5,True,1625450907.8486588,1625450914.5379024
8,4|5|6|7|8|9,4|5|7|6|8|9,6,False,1625450923.088877,1625450932.186161
9,3|5|6|7|8|9,3|5|6|7|8|9,6,True,1625450940.735884,1625450948.4862702
10,1|2|4|5|6|7|9,2|1|4|5|6|7|9,7,False,1625450958.0368512,1625450965.572464
11,1|2|3|4|5|6|8,2|1|4|3|5|6|8,7,False,1625450975.1222517,1625450986.1154087
