3429388.632393,0.159778,0.161393,0.124075,0.149951,0.107891,0.146983,0.139973,0.117253,1.377903,1.202154,1.059928,1.681983,1.547696,1.517647,1.751893,1.659563,1.114434,1.167455,0.998178,2.026234,1.435421,1.610818,1.447432,1.808730,1.169052,1.132928,0.902281,1.790214,1.669389,1.875476,2.220609,2.659215,0.047871,0.046414,0.041246,0.063493,0.060471,0.065084,0.061849,0.058261
3429388.642393,0.181448,0.167466,0.140237,0.158101,0.112657,0.150990,0.158433,0.121976,1.388903,1.190800,1.076296,1.686872,1.542987,1.524117,1.787802,1.657714,1.113027,1.167687,0.993609,2.031393,1.447199,1.630878,1.467791,1.791640,1.120464,1.100353,0.860548,1.770779,1.608316,1.855072,2.168305,2.613454,0.046189,0.046468,0.040852,0.066805,0.061995,0.066325,0.065003,0.060053
3429388.652393,0.201622,0.192677,0.155292,0.192284,0.141274,0.175046,0.175650,0.150201,1.399119,1.211727,1.091457,1.728050,1.572219,1.558271,1.821072,1.698011,1.111824,1.160323,0.989483,2.026779,1.451192,1.639161,1.486758,1.738545,1.075411,1.044423,0.821871,1.741091,1.519407,1.826776,2.119823,2.535326,0.047511,0.048446,0.042403,0.069415,0.064790,0.068648,0.067776,0.064122
3429388.662393,0.220283,0.216138,0.169219,0.224051,0.167892,0.197414,0.196098,0.176483,1.408569,1.231132,1.105481,1.766217,1.599303,1.589921,1.851846,1.735391,1.110712,1.153630,0.985667,2.022637,1.455012,1.646918,1.504302,1.689313,1.033737,0.992616,0.786095,1.713499,1.437193,1.800500,2.074976,2.463027,0.049420,0.050136,0.043837,0.073986,0.068575,0.070685,0.070340,0.067713
3429388.672393,0.237544,0.237840,0.182101,0.253437,0.192515,0.218104,0.216561,0.200794,1.417310,1.249082,1.118453,1.801523,1.624356,1.619197,1.880313,1.769969,1.109684,1.147439,0.982136,2.018806,1.458546,1.654092,1.520531,1.676508,0.995188,0.944694,0.753002,1.687975,1.365441,1.776195,2.033493,2.396151,0.051186,0.051698,0.045164,0.078213,0.072075,0.072569,0.073017,0.071033
3429388.682393,0.253511,0.257914,0.194017,0.280619,0.215291,0.237242,0.235489,0.223282,1.425395,1.265686,1.130452,1.834180,1.647530,1.646277,1.906644,1.801953,1.108732,1.141713,0.978871,2.015261,1.461815,1.660729,1.535543,1.706217,0.959531,0.900367,0.722391,1.664365,1.350328,1.753712,1.995121,2.334291,0.052819,0.053144,0.046392,0.082124,0.075312,0.074311,0.076516,0.074168
3429388.692393,0.268281,0.276483,0.205040,0.305762,0.236358,0.254945,0.252997,0.244083,1.432874,1.281045,1.141551,1.864388,1.668966,1.671326,1.931001,1.831539,1.107852,1.136416,0.975850,2.011983,1.464839,1.666868,1.549428,1.733699,0.926547,0.871367,0.707335,1.642526,1.336349,1.732916,1.959626,2.277070,0.054330,0.054481,0.047527,0.085741,0.078307,0.075923,0.079751,0.077904
3429388.702393,0.258359,0.293659,0.197170,0.329019,0.255846,0.271320,0.254089,0.263325,1.456567,1.295252,1.169411,1.892331,1.688794,1.694497,1.974890,1.858905,1.082099,1.131516,0.952775,2.008951,1.467636,1.672547,1.538929,1.759119,0.887894,0.854608,0.678940,1.622325,1.323418,1.713680,1.903944,2.224140,0.056984,0.055717,0.049868,0.089087,0.081077,0.077414,0.081381,0.081360
3429388.765138,0.246238,0.283239,0.188655,0.322059,0.254040,0.264056,0.244229,0.262698,1.482624,1.325367,1.197638,1.937369,1.731177,1.731663,2.015692,1.898482,1.051485,1.102166,0.925010,1.965608,1.432882,1.651229,1.517108,1.770420,0.843899,0.819067,0.659018,1.591938,1.281332,1.682914,1.830249,2.138856,0.053496,0.057896,0.049044,0.091042,0.080480,0.079985,0.081482,0.082007
3429388.775138,0.239926,0.270572,0.187824,0.302975,0.238937,0.252998,0.239504,0.249739,1.514094,1.357667,1.233465,1.976500,1.761628,1.770592,2.057388,1.930381,1.010205,1.069533,0.891966,1.906829,1.381530,1.622230,1.491787,1.773311,0.790390,0.790033,0.648246,1.546791,1.222948,1.635341,1.742801,2.040942,0.052388,0.054763,0.048086,0.089869,0.078721,0.080625,0.083646,0.083573
3429388.785138,0.234135,0.264113,0.194225,0.305353,0.240525,0.256471,0.235211,0.244940,1.543271,1.395755,1.266674,2.019443,1.796346,1.815177,2.096044,1.958100,0.972043,1.083298,0.861452,1.827469,1.318800,1.587693,1.468453,1.777449,0.813741,0.778260,0.638214,1.476922,1.179990,1.570108,1.661999,1.956094,0.051325,0.053005,0.047189,0.091738,0.076978,0.079094,0.085598,0.084167
3429388.795138,0.229281,0.258186,0.194523,0.307653,0.242046,0.259796,0.232680,0.240568,1.568315,1.431060,1.296719,2.059281,1.828526,1.856538,2.117896,1.983817,0.929770,1.128579,0.829248,1.754107,1.260789,1.555862,1.438185,1.781355,0.839326,0.767375,0.621261,1.412374,1.161013,1.518171,1.587791,1.877645,0.053731,0.051328,0.046928,0.093405,0.075334,0.079848,0.086337,0.084664
3429388.805138,0.241531,0.253483,0.196264,0.309800,0.248107,0.257972,0.244589,0.238151,1.601770,1.462120,1.335815,2.075209,1.848341,1.881531,2.143676,1.992487,0.956517,1.177127,0.876908,1.658449,1.184022,1.516113,1.422780,1.781879,0.850535,0.764014,0.604025,1.339944,1.133709,1.579613,1.529328,1.819639,0.054055,0.053467,0.047242,0.095687,0.080586,0.083515,0.084315,0.084831
