trial_num,answere,response,clicks,correct,time_start,time_end
0,1|5,1|5,2,True,1625533478.9211931,1625533484.9951956
1,1|3,1|3,2,True,1625533489.5848439,1625533494.0045469
2,2|4|5,2|4|5,3,True,1625533499.5984628,1625533505.334428
3,5|6|8,5|6|8,3,True,1625533510.930413,1625533517.0564888
4,4|5|7|9,5|4|2|9,4,False,1625533523.632426,1625533531.1814835
5,1|3|5|9,1|3|9,3,False,1625533537.7774591,1625533548.440505
