3441137.840758,0.273976,0.261724,0.263579,0.190007,0.192847,0.175605,0.189538,0.184531,1.365998,1.232134,0.952604,0.896336,0.758288,1.043365,0.968743,0.889726,1.412623,1.229682,0.922623,1.180305,0.981668,1.119029,1.303960,1.267563,1.128860,1.093739,1.149712,0.908095,0.827553,0.811905,0.694369,0.632518,0.051110,0.033597,0.046210,0.040657,0.037562,0.037165,0.037180,0.042120
3441137.850758,0.261241,0.264467,0.261808,0.187220,0.194675,0.180686,0.188775,0.182527,1.332660,1.224559,0.960922,0.884316,0.768790,1.046726,0.964901,0.881767,1.380952,1.206076,0.936662,1.167389,0.996675,1.126476,1.296669,1.258201,1.107427,1.091411,1.143688,0.909278,0.839187,0.806199,0.680075,0.613439,0.049489,0.034233,0.044716,0.041681,0.039414,0.037513,0.038738,0.042818
3441137.860758,0.253086,0.258418,0.257492,0.186545,0.195114,0.181403,0.187560,0.180666,1.305587,1.215352,0.971999,0.875473,0.777256,1.047835,0.960820,0.874096,1.348706,1.176541,0.955161,1.156044,1.009319,1.130737,1.290250,1.248703,1.088664,1.088369,1.133083,0.909033,0.851524,0.798866,0.667970,0.596028,0.048504,0.033787,0.044327,0.042100,0.041420,0.038164,0.039955,0.042342
3441137.870758,0.244048,0.256489,0.248701,0.185358,0.192062,0.180689,0.185415,0.178036,1.280369,1.210331,0.972008,0.866866,0.780974,1.047386,0.959683,0.869941,1.321030,1.147528,0.984874,1.150597,1.022270,1.136815,1.288653,1.243182,1.068878,1.084296,1.115985,0.905908,0.863604,0.794590,0.652802,0.575770,0.046897,0.034112,0.046980,0.041380,0.042736,0.038832,0.039589,0.042858
3441137.880758,0.236809,0.252231,0.248281,0.180280,0.188700,0.179447,0.179627,0.172632,1.245765,1.207668,0.981042,0.846094,0.783773,1.049047,0.951577,0.860773,1.306298,1.124678,1.005570,1.157338,1.036137,1.145471,1.299208,1.249139,1.042031,1.076041,1.114371,0.893674,0.872769,0.786981,0.627502,0.545936,0.048483,0.033520,0.051441,0.044691,0.043237,0.038737,0.044448,0.047245
3441137.890758,0.240878,0.245401,0.251322,0.180687,0.183056,0.173557,0.181070,0.174057,1.215328,1.194993,0.986255,0.824663,0.777399,1.040976,0.948124,0.857206,1.288187,1.115809,1.022385,1.162909,1.058167,1.166185,1.313196,1.258278,1.029196,1.060099,1.128167,0.878373,0.874302,0.769045,0.601870,0.535015,0.048501,0.036124,0.053270,0.045494,0.046133,0.043053,0.047147,0.050674
3441137.900758,0.246499,0.244325,0.303813,0.189484,0.181383,0.173728,0.194499,0.187823,1.176807,1.188210,1.028116,0.788550,0.773636,1.034888,0.930842,0.842775,1.273246,1.118237,0.995599,1.180504,1.075385,1.188106,1.342754,1.282745,1.031472,1.056570,1.132984,0.867127,0.883046,0.747806,0.598065,0.545753,0.051027,0.037643,0.054715,0.045458,0.047692,0.045295,0.047598,0.052473
3441137.910758,0.294414,0.246666,0.329770,0.213431,0.185353,0.187731,0.208074,0.201294,1.169907,1.177468,1.069303,0.763755,0.761015,1.012652,0.915023,0.828897,1.221528,1.123184,0.953182,1.192303,1.092784,1.226471,1.370423,1.306654,1.022434,1.064365,1.133535,0.856151,0.902491,0.735518,0.625477,0.575542,0.055416,0.040933,0.062995,0.046652,0.050854,0.044240,0.048467,0.052970
3441138.077076,0.323195,0.290568,0.361856,0.229513,0.211926,0.199519,0.215753,0.208451,1.167971,1.195701,1.137240,0.741885,0.762806,0.990234,0.902349,0.819001,1.144752,1.091022,0.899181,1.199179,1.090096,1.264211,1.383886,1.318295,1.040679,1.061511,1.102589,0.837757,0.913692,0.726605,0.637259,0.591058,0.064498,0.045725,0.065613,0.049369,0.052972,0.045350,0.048520,0.051487
3441138.087076,0.357732,0.316085,0.349397,0.252382,0.227155,0.207306,0.228599,0.220378,1.203633,1.214446,1.202566,0.742931,0.764126,0.968890,0.902638,0.821072,1.124769,1.083601,0.968623,1.186909,1.068586,1.292727,1.380320,1.315137,1.037726,1.048772,1.046298,0.796547,0.912269,0.706908,0.640645,0.596031,0.063971,0.054343,0.066085,0.051616,0.054693,0.047133,0.052869,0.054842
